,wine_type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,free_SO2_ratio,alcohol_surgar_ratio,sugar_acidity_ratio,fixed_acidity_ratio
4770,white,6.2,0.29,0.23,12.4,0.048,33.0,201.0,0.99612,3.11,0.56,9.9,6,16.417910447761194,79.83870967741936,191.06317411402156,95.53158705701078
4771,white,6.3,0.26,0.25,5.2,0.046,11.0,133.0,0.99202,2.97,0.68,11.0,6,8.270676691729323,211.53846153846152,79.26829268292684,96.03658536585367
4772,white,6.0,0.22,0.23,5.0,0.045,10.0,122.0,0.99261,2.94,0.63,10.0,6,8.19672131147541,200.0,80.38585209003216,96.46302250803859
4773,white,7.5,0.35,0.37,2.5,0.066,29.0,89.0,0.98964,3.14,0.42,12.7,6,32.58426966292135,508.0,31.847133757961785,95.54140127388536
4774,white,6.6,0.39,0.28,9.2,0.036,10.0,92.0,0.99206,3.07,0.35,12.1,6,10.869565217391305,131.52173913043478,131.61659513590843,94.42060085836911
4775,white,6.3,0.23,0.33,6.9,0.052,23.0,118.0,0.9938,3.23,0.46,10.4,6,19.491525423728813,150.7246376811594,105.66615620214395,96.47779479326186
4776,white,6.3,0.22,0.3,2.0,0.05,23.0,120.0,0.99204,3.24,0.47,10.4,6,19.166666666666668,520.0,30.67484662576687,96.62576687116565
4777,white,6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2,5,18.103448275862068,61.33333333333333,224.2152466367713,95.66517189835575
4778,white,7.5,0.23,0.3,1.2,0.03,27.0,80.0,0.99192,3.05,0.68,10.5,5,33.75,875.0,15.523932729624837,97.02457956015523
4780,white,6.5,0.26,0.24,10.8,0.042,47.0,130.0,0.996,3.08,0.4,10.1,6,36.15384615384615,93.51851851851852,159.76331360946747,96.15384615384616
4781,white,6.4,0.27,0.29,3.9,0.034,62.0,140.0,0.99237,3.1,0.59,11.1,6,44.285714285714285,284.61538461538464,58.47076461769115,95.952023988006
4782,white,5.9,0.22,0.29,4.2,0.037,69.0,144.0,0.99214,3.13,0.74,10.8,7,47.91666666666666,257.1428571428571,68.62745098039215,96.40522875816993
4783,white,6.8,0.26,0.26,2.0,0.019,23.5,72.0,0.99041,3.16,0.47,11.8,6,32.638888888888886,590.0,28.328611898016998,96.3172804532578
4784,white,7.6,0.36,0.48,13.5,0.038,44.0,116.0,0.9982,3.04,0.48,9.2,5,37.93103448275862,68.14814814814814,169.59798994974875,95.47738693467336
4785,white,7.6,0.35,0.47,13.3,0.037,42.0,116.0,0.99822,3.04,0.5,9.2,5,36.206896551724135,69.17293233082705,167.29559748427675,95.59748427672957
4786,white,5.7,0.18,0.26,2.2,0.023,21.0,95.0,0.9893,3.07,0.54,12.3,6,22.105263157894736,559.090909090909,37.41496598639456,96.93877551020408
4787,white,6.6,0.36,0.47,1.4,0.145,26.0,124.0,0.99274,3.09,0.56,10.1,6,20.967741935483872,721.4285714285714,20.114942528735632,94.82758620689656
4788,white,5.9,0.14,0.2,1.6,0.04,26.0,114.0,0.99105,3.25,0.45,11.4,6,22.80701754385965,712.5,26.490066225165563,97.68211920529801
4789,white,5.5,0.23,0.19,2.2,0.044,39.0,161.0,0.99209,3.19,0.43,10.4,6,24.22360248447205,472.7272727272727,38.39441535776614,95.98603839441535
4790,white,6.7,0.11,0.26,14.8,0.053,44.0,95.0,0.99676,3.2,0.35,9.8,6,46.31578947368421,66.21621621621622,217.3274596182085,98.38472834067547
4791,white,7.0,0.24,0.24,1.8,0.047,29.0,91.0,0.99251,3.3,0.43,9.9,6,31.86813186813187,550.0,24.861878453038674,96.68508287292818
4792,white,5.3,0.47,0.1,1.3,0.036,11.0,74.0,0.99082,3.48,0.54,11.2,4,14.864864864864863,861.5384615384615,22.530329289428078,91.85441941074524
4793,white,7.5,0.29,0.24,9.9,0.058,25.0,115.0,0.99567,3.15,0.46,10.9,5,21.73913043478261,110.1010101010101,127.08600770218229,96.27727856225931
4794,white,6.0,0.33,0.26,5.1,0.051,16.0,119.0,0.99416,3.15,0.41,9.2,5,13.445378151260504,180.39215686274508,80.56872037914691,94.7867298578199
4795,white,5.8,0.32,0.23,1.5,0.033,39.0,121.0,0.9887,2.96,0.35,12.0,5,32.231404958677686,800.0,24.509803921568626,94.77124183006536
4796,white,5.8,0.3,0.23,1.5,0.034,37.0,121.0,0.98871,2.96,0.34,12.1,6,30.57851239669421,806.6666666666666,24.59016393442623,95.08196721311477
4798,white,6.2,0.36,0.22,5.25,0.038,44.0,145.0,0.99184,3.22,0.4,11.2,6,30.344827586206897,213.33333333333334,80.03048780487805,94.51219512195121
4799,white,6.0,0.31,0.27,2.3,0.042,19.0,120.0,0.98952,3.32,0.41,12.7,7,15.833333333333334,552.1739130434783,36.45007923930269,95.08716323296356
4800,white,6.9,0.52,0.54,7.9,0.036,23.0,169.0,0.99267,3.26,0.47,12.2,6,13.6094674556213,154.43037974683543,106.46900269541779,92.99191374663073
4801,white,7.0,0.55,0.05,8.0,0.036,19.0,164.0,0.99269,3.26,0.46,12.2,6,11.585365853658535,152.5,105.96026490066225,92.71523178807948
4802,white,5.8,0.2,0.16,1.4,0.042,44.0,99.0,0.98912,3.23,0.37,12.2,6,44.44444444444444,871.4285714285714,23.333333333333332,96.66666666666667
4803,white,6.0,0.29,0.27,2.3,0.044,20.0,117.0,0.9895,3.31,0.41,12.7,7,17.094017094017094,552.1739130434783,36.565977742448325,95.38950715421304
4804,white,5.7,0.22,0.29,3.5,0.04,27.0,146.0,0.98999,3.17,0.36,12.1,6,18.493150684931507,345.7142857142857,59.12162162162162,96.28378378378379
4805,white,7.1,0.46,0.23,13.7,0.045,44.0,192.0,0.9981,3.11,0.53,9.4,5,22.916666666666668,68.61313868613139,181.21693121693121,93.91534391534393
4806,white,6.6,0.21,0.3,9.9,0.041,64.0,174.0,0.995,3.07,0.5,10.1,6,36.7816091954023,102.02020202020202,145.37444933920705,96.91629955947137
4807,white,6.9,0.42,0.2,15.4,0.043,57.0,201.0,0.99848,3.08,0.54,9.4,5,28.35820895522388,61.03896103896104,210.38251366120218,94.26229508196721
4808,white,5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,36.283185840707965,55.625,270.27027027027026,96.28378378378379
4809,white,5.2,0.31,0.2,2.4,0.027,27.0,117.0,0.98886,3.56,0.45,13.0,7,23.07692307692308,541.6666666666667,43.55716878402904,94.37386569872959
4810,white,7.2,0.22,0.35,5.5,0.054,37.0,183.0,0.99474,3.08,0.5,10.3,5,20.21857923497268,187.27272727272728,74.12398921832884,97.03504043126685
4811,white,5.6,0.18,0.29,2.3,0.04,5.0,47.0,0.99126,3.07,0.45,10.1,4,10.638297872340424,439.13043478260875,39.792387543252595,96.88581314878894
4812,white,6.2,0.24,0.27,16.8,0.04,48.0,129.0,0.99691,3.23,0.38,10.5,6,37.2093023255814,62.5,260.8695652173913,96.27329192546583
4813,white,5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1,5,18.548387096774192,56.741573033707866,298.6577181208054,95.63758389261746
4814,white,6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,6,23.655913978494624,161.76470588235296,109.6774193548387,96.77419354838709
4815,white,7.6,0.28,0.17,1.6,0.046,28.0,117.0,0.99288,3.08,0.43,10.0,5,23.93162393162393,625.0,20.304568527918782,96.44670050761421
4816,white,7.0,0.2,0.33,4.7,0.03,25.0,76.0,0.99202,2.88,0.54,10.5,6,32.89473684210526,223.40425531914892,65.27777777777777,97.22222222222221
4817,white,6.6,0.26,0.27,11.8,0.048,28.0,112.0,0.99606,2.87,0.49,9.7,6,25.0,82.20338983050846,172.0116618075802,96.20991253644316
4818,white,7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.99922,3.25,0.76,9.4,5,37.15846994535519,59.87261146496816,211.8758434547908,97.16599190283401
4819,white,6.9,0.22,0.32,5.8,0.041,20.0,119.0,0.99296,3.17,0.55,11.2,6,16.80672268907563,193.10344827586206,81.46067415730337,96.91011235955057
4820,white,7.4,0.22,0.28,9.0,0.046,22.0,121.0,0.99468,3.1,0.55,10.8,5,18.181818181818183,120.0,118.11023622047244,97.11286089238845
4821,white,7.0,0.2,0.35,8.8,0.037,31.0,103.0,0.99388,3.13,0.49,11.0,6,30.097087378640776,124.99999999999999,122.22222222222223,97.22222222222221
4822,white,5.6,0.26,0.0,10.2,0.038,13.0,111.0,0.99315,3.44,0.46,12.4,6,11.711711711711713,121.5686274509804,174.06143344709898,95.56313993174062
4825,white,7.2,0.34,0.23,8.9,0.105,22.0,155.0,0.99692,3.01,0.58,9.5,5,14.193548387096774,106.74157303370787,118.03713527851458,95.49071618037135
4826,white,7.1,0.39,0.39,11.1,0.034,25.0,204.0,0.99616,3.05,0.52,10.0,6,12.254901960784316,90.09009009009009,148.19759679572766,94.79305740987985
4827,white,6.9,0.26,0.29,4.2,0.043,33.0,114.0,0.9902,3.16,0.31,12.5,6,28.94736842105263,297.6190476190476,58.659217877094974,96.36871508379888
4828,white,6.1,0.24,0.25,1.6,0.044,24.0,115.0,0.9921,3.39,0.59,10.9,6,20.869565217391305,681.25,25.236593059936908,96.21451104100946
4829,white,5.9,0.25,0.24,7.4,0.044,21.0,113.0,0.99462,3.38,0.58,10.5,6,18.58407079646018,141.89189189189187,120.32520325203251,95.93495934959348
4830,white,6.1,0.24,0.27,11.5,0.05,51.0,133.0,0.99476,3.22,0.37,10.8,6,38.34586466165413,93.91304347826087,181.38801261829653,96.21451104100946
4831,white,6.5,0.22,0.27,1.6,0.039,36.0,116.0,0.99178,3.38,0.57,11.0,7,31.03448275862069,687.5,23.80952380952381,96.72619047619048
4832,white,6.2,0.26,0.29,2.0,0.036,16.0,87.0,0.99081,3.33,0.61,11.8,6,18.39080459770115,590.0,30.959752321981423,95.97523219814242
4833,white,6.6,0.34,0.25,4.8,0.038,16.0,121.0,0.99198,3.36,0.71,12.6,6,13.223140495867767,262.5,69.164265129683,95.10086455331412
4834,white,5.6,0.225,0.24,9.8,0.054,59.0,140.0,0.99545,3.17,0.39,10.2,6,42.142857142857146,104.0816326530612,168.24034334763954,96.137339055794
4835,white,7.1,0.23,0.28,1.9,0.046,33.0,103.0,0.98997,3.12,0.31,12.0,5,32.03883495145631,631.578947368421,25.920873124147338,96.86221009549796
4836,white,6.4,0.27,0.3,1.6,0.04,19.0,86.0,0.99089,3.32,0.65,11.5,6,22.093023255813957,718.75,23.9880059970015,95.952023988006
4837,white,6.3,0.41,0.22,7.3,0.035,23.0,117.0,0.99172,3.2,0.39,11.94,7,19.65811965811966,163.56164383561645,108.79284649776453,93.88971684053651
4838,white,6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,12.8933333333333,7,28.695652173913043,238.76543209876482,75.94936708860759,94.23347398030941
4839,white,7.2,0.585,0.2,10.4,0.086,17.0,94.0,0.99681,3.13,0.4,9.4,5,18.08510638297872,90.38461538461539,133.5902376364804,92.48554913294798
4840,white,6.7,0.34,0.26,1.9,0.038,58.0,138.0,0.9893,3.0,0.47,12.2,7,42.028985507246375,642.1052631578948,26.988636363636363,95.17045454545455
4841,white,6.4,0.26,0.35,7.7,0.056,45.0,191.0,0.99527,3.16,0.5,9.5,5,23.56020942408377,123.37662337662337,115.61561561561561,96.09609609609609
4842,white,6.3,0.28,0.22,11.5,0.036,27.0,150.0,0.99445,3.0,0.33,10.6,6,18.0,92.17391304347827,174.77203647416414,95.74468085106383
4843,white,7.4,0.16,0.33,1.2,0.042,47.0,121.0,0.99198,3.04,0.68,10.5,7,38.84297520661157,875.0,15.873015873015872,97.88359788359787
4844,white,8.4,0.27,0.3,2.2,0.037,36.0,129.0,0.99085,2.89,0.3,11.4666666666667,6,27.906976744186046,521.2121212121227,25.374855824682818,96.88581314878893
4845,white,5.9,0.2,0.28,1.0,0.043,45.0,100.0,0.99033,3.4,0.41,11.4,6,45.0,1140.0,16.39344262295082,96.72131147540983
4846,white,6.4,0.24,0.26,8.2,0.054,47.0,182.0,0.99538,3.12,0.5,9.5,5,25.824175824175825,115.85365853658537,123.49397590361443,96.38554216867469
4847,white,7.4,0.38,0.34,8.3,0.052,44.0,168.0,0.99627,3.11,0.52,9.2,5,26.19047619047619,110.84337349397588,106.68380462724937,95.11568123393316
4848,white,6.4,0.42,0.19,9.3,0.043,28.0,145.0,0.99433,3.23,0.53,10.98,5,19.310344827586206,118.06451612903224,136.36363636363637,93.841642228739
4849,white,6.4,0.23,0.26,8.1,0.054,47.0,181.0,0.9954,3.12,0.49,9.4,5,25.96685082872928,116.0493827160494,122.17194570135746,96.53092006033181
4850,white,7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,29.032258064516128,63.309352517985616,185.5807743658211,97.46328437917222
4851,white,6.8,0.24,0.29,2.0,0.044,15.0,96.0,0.99232,3.23,0.64,10.4,8,15.625,520.0,28.40909090909091,96.5909090909091
4852,white,7.4,0.27,0.52,15.7,0.054,36.0,139.0,0.99788,3.04,0.62,10.0333333333333,6,25.899280575539567,63.906581740976435,204.69361147327248,96.47979139504564
4853,white,5.7,0.28,0.35,1.2,0.052,39.0,141.0,0.99108,3.44,0.69,11.3,6,27.659574468085108,941.6666666666667,20.06688963210702,95.31772575250835
4854,white,5.8,0.22,0.25,1.5,0.024,21.0,109.0,0.99234,3.37,0.58,10.4,6,19.26605504587156,693.3333333333334,24.916943521594686,96.34551495016612
4856,white,7.1,0.2,0.35,3.2,0.034,21.0,107.0,0.99195,3.11,0.54,11.1,6,19.626168224299064,346.875,43.83561643835616,97.26027397260275
4857,white,7.1,0.23,0.3,2.6,0.034,62.0,148.0,0.99121,3.03,0.56,11.3,7,41.891891891891895,434.6153846153846,35.470668485675304,96.86221009549796
4858,white,7.6,0.31,0.52,13.2,0.042,61.0,148.0,0.99839,2.98,0.47,9.1,6,41.21621621621622,68.93939393939394,166.87737041719345,96.08091024020229
4859,white,7.2,0.34,0.28,10.4,0.108,43.0,187.0,0.99738,2.96,0.57,9.4,5,22.994652406417117,90.38461538461539,137.93103448275863,95.49071618037135
4860,white,7.0,0.36,0.25,5.7,0.015,14.0,73.0,0.98963,2.82,0.59,13.2,6,19.17808219178082,231.57894736842104,77.44565217391305,95.1086956521739
4861,white,6.4,0.31,0.28,2.5,0.039,34.0,137.0,0.98946,3.22,0.38,12.7,6,24.817518248175183,508.0,37.257824143070046,95.38002980625932
4862,white,7.3,0.28,0.35,1.6,0.054,31.0,148.0,0.99178,3.18,0.47,10.7,5,20.945945945945947,668.75,21.108179419525065,96.3060686015831
4863,white,7.4,0.16,0.3,1.4,0.064,34.0,166.0,0.99136,3.11,0.42,11.4333333333333,6,20.48192771084337,816.6666666666644,18.51851851851852,97.88359788359787
4864,white,6.4,0.31,0.27,7.4,0.049,48.0,169.0,0.99323,3.27,0.45,11.1,6,28.402366863905325,150.0,110.28315946348734,95.38002980625932
4865,white,6.2,0.29,0.29,5.6,0.046,35.0,178.0,0.99313,3.25,0.51,10.5333333333333,5,19.662921348314608,188.09523809523748,86.28659476117103,95.53158705701078
4866,white,5.9,0.28,0.34,3.6,0.04,50.0,194.0,0.9912,3.31,0.52,11.6,6,25.77319587628866,322.22222222222223,58.252427184466015,95.46925566343042
4867,white,6.5,0.23,0.2,7.5,0.05,44.0,179.0,0.99504,3.18,0.48,9.53333333333333,5,24.58100558659218,127.11111111111106,111.4413075780089,96.58246656760772
4868,white,7.2,0.34,0.2,5.8,0.062,52.0,203.0,0.99461,3.17,0.44,9.8,6,25.61576354679803,168.96551724137933,76.92307692307692,95.49071618037135
4869,white,6.5,0.2,0.33,1.5,0.039,36.0,110.0,0.99008,3.22,0.65,12.0,6,32.72727272727273,800.0,22.388059701492537,97.01492537313433
4870,white,6.2,0.24,0.27,2.9,0.039,30.0,123.0,0.98959,3.12,0.37,12.8,6,24.390243902439025,441.3793103448276,45.03105590062111,96.27329192546583
4871,white,7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5,5,23.529411764705884,84.82142857142858,151.1470985155196,95.81646423751688
4872,white,6.4,0.29,0.21,9.65,0.041,36.0,119.0,0.99334,2.99,0.34,10.9333333333333,6,30.252100840336134,113.29879101899793,144.24514200298952,95.66517189835575
4873,white,6.3,0.19,0.33,10.1,0.063,63.0,133.0,0.99561,2.86,0.41,9.1,5,47.36842105263158,90.0990099009901,155.6240369799692,97.07241910631741
4874,white,5.9,0.29,0.28,3.2,0.035,16.0,117.0,0.98959,3.26,0.42,12.6,6,13.675213675213676,393.75,51.69628432956381,95.31502423263328
4875,white,6.5,0.3,0.28,11.45,0.041,29.0,109.0,0.99418,2.98,0.3,10.9,6,26.605504587155963,95.19650655021834,168.38235294117646,95.58823529411765
4876,white,6.5,0.22,0.19,4.5,0.096,16.0,115.0,0.9937,3.02,0.44,9.6,5,13.91304347826087,213.33333333333334,66.96428571428572,96.72619047619048
4877,white,7.0,0.23,0.28,2.7,0.053,16.0,92.0,0.99372,3.18,0.56,9.3,5,17.391304347826086,344.44444444444446,37.34439834024896,96.81881051175657
4878,white,7.1,0.23,0.23,3.5,0.038,23.0,112.0,0.99157,3.05,0.37,11.3666666666667,6,20.535714285714285,324.76190476190567,47.748976807639835,96.86221009549796
4879,white,6.1,0.26,0.28,1.7,0.043,24.0,98.0,0.98918,3.14,0.44,12.5,6,24.489795918367346,735.2941176470589,26.729559748427675,95.9119496855346
4880,white,6.4,0.35,0.21,2.1,0.051,46.0,171.0,0.9932,3.16,0.5,9.5,5,26.90058479532164,452.38095238095235,31.11111111111111,94.81481481481481
4881,white,6.0,0.32,0.32,4.8,0.041,40.0,186.0,0.99235,3.22,0.54,11.0,6,21.50537634408602,229.16666666666669,75.94936708860759,94.9367088607595
4882,white,6.1,0.34,0.21,5.0,0.042,17.0,133.0,0.99373,3.02,0.53,9.4,5,12.781954887218046,188.0,77.63975155279503,94.72049689440995
4883,white,6.5,0.13,0.27,2.6,0.035,32.0,76.0,0.9914,3.21,0.76,11.3333333333333,6,42.10526315789474,435.8974358974346,39.21568627450981,98.03921568627452
4884,white,6.5,0.315,0.2,6.6,0.041,9.0,126.0,0.99494,2.94,0.51,8.8,5,7.142857142857143,133.33333333333337,96.84519442406456,95.37784299339691
4885,white,5.7,0.31,0.29,7.3,0.05,33.0,143.0,0.99332,3.31,0.5,11.0666666666667,6,23.07692307692308,151.59817351598218,121.46422628951747,94.84193011647255
4886,white,6.4,0.3,0.27,5.0,0.058,27.0,151.0,0.99198,3.22,0.49,12.2,6,17.880794701986755,244.0,74.6268656716418,95.52238805970148
4887,white,7.0,0.24,0.26,1.7,0.041,31.0,110.0,0.99142,3.2,0.53,11.0,6,28.181818181818183,647.0588235294118,23.480662983425415,96.68508287292818
4888,white,6.4,0.26,0.21,8.2,0.05,51.0,182.0,0.99542,3.23,0.48,9.5,5,28.021978021978025,115.85365853658537,123.12312312312311,96.09609609609609
4889,white,6.0,0.27,0.31,5.0,0.043,54.0,170.0,0.9924,3.28,0.52,11.0,6,31.764705882352946,220.0,79.74481658692186,95.69377990430623
4890,white,7.1,0.21,0.33,1.2,0.039,34.0,97.0,0.99112,3.11,0.75,11.2,6,35.05154639175258,933.3333333333334,16.415868673050618,97.12722298221615
4891,white,6.7,0.26,0.29,7.1,0.036,28.0,100.0,0.99534,3.08,0.36,9.3,6,28.0,130.98591549295776,102.01149425287356,96.26436781609195
4892,white,6.3,0.28,0.22,9.5,0.04,30.0,111.0,0.99338,3.05,0.31,10.8,4,27.027027027027028,113.6842105263158,144.37689969604864,95.74468085106383
4893,white,6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.99804,3.14,0.51,9.2,5,23.35329341317365,58.22784810126581,244.9612403100775,96.12403100775194
4894,white,7.3,0.22,0.37,15.5,0.048,70.0,203.0,0.99899,3.25,0.77,9.4,5,34.48275862068966,60.645161290322584,206.11702127659575,97.07446808510639
4895,white,6.4,0.18,0.28,17.05,0.047,53.0,139.0,0.99724,3.25,0.35,10.5,6,38.1294964028777,61.583577712609966,259.11854103343467,97.2644376899696
4896,white,6.3,0.2,0.26,12.7,0.046,60.0,143.0,0.99526,3.26,0.35,10.8,6,41.95804195804196,85.03937007874016,195.3846153846154,96.92307692307692
4897,white,6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.99676,3.1,0.67,9.4,5,23.972602739726028,76.42276422764228,179.82456140350877,96.49122807017544
4898,white,7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,31.791907514450862,83.05084745762713,153.84615384615384,96.47979139504564
4900,white,6.8,0.43,0.26,5.2,0.043,40.0,176.0,0.99116,3.17,0.41,12.3,6,22.727272727272727,236.53846153846152,71.9225449515906,94.05255878284925
4901,white,5.2,0.22,0.46,6.2,0.066,41.0,187.0,0.99362,3.19,0.42,9.73333333333333,5,21.925133689839573,156.9892473118279,114.39114391143912,95.9409594095941
4902,white,5.9,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5,24.365482233502537,118.9873417721519,127.62520193861066,95.31502423263328
4903,white,6.3,0.29,0.29,3.3,0.037,32.0,140.0,0.9895,3.17,0.36,12.8,7,22.857142857142858,387.8787878787879,50.07587253414264,95.59939301972686
4904,white,6.3,0.19,0.32,2.8,0.046,18.0,80.0,0.99043,2.92,0.47,11.05,6,22.5,394.64285714285717,43.143297380585516,97.07241910631741
4905,white,5.7,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5,24.365482233502537,118.9873417721519,131.8864774624374,95.15859766277129
4906,white,5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.73333333333333,5,19.23076923076923,154.49735449735445,106.06060606060605,95.95959595959596
4907,white,5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.98963,3.23,0.58,13.1,7,25.58139534883721,267.3469387755102,80.32786885245903,95.08196721311477
4908,white,7.1,0.27,0.27,10.4,0.041,26.0,114.0,0.99335,3.04,0.52,11.5,7,22.80701754385965,110.57692307692308,141.11261872455904,96.33649932157395
4909,white,6.3,0.305,0.22,16.0,0.061,26.0,141.0,0.99824,3.08,0.5,9.1,5,18.43971631205674,56.875,242.24072672218017,95.38228614685845
4910,white,5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.75,5,19.23076923076923,154.76190476190476,106.06060606060605,95.95959595959596
4911,white,6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6,19.2,477.27272727272725,34.267912772585674,96.57320872274144
4912,white,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6,31.35593220338983,50.86705202312139,253.66568914956014,96.7741935483871
4913,white,6.1,0.22,0.5,6.6,0.045,30.0,122.0,0.99415,3.22,0.49,9.9,6,24.59016393442623,150.0,104.43037974683546,96.51898734177216
4914,white,6.2,0.21,0.52,6.5,0.047,28.0,123.0,0.99418,3.22,0.49,9.9,6,22.764227642276424,152.30769230769232,101.40405616224649,96.72386895475819
4915,white,6.3,0.32,0.26,12.3,0.044,24.0,205.0,0.99611,3.11,0.58,9.9,5,11.707317073170731,80.48780487804878,185.80060422960725,95.16616314199396
4916,white,6.9,0.44,0.27,5.0,0.038,33.0,166.0,0.99124,3.2,0.42,12.2,6,19.879518072289155,244.0,68.11989100817438,94.00544959128064
4917,white,6.1,0.31,0.34,2.8,0.042,59.5,162.0,0.99179,3.27,0.47,10.8,6,36.72839506172839,385.7142857142857,43.6817472698908,95.1638065522621
4918,white,8.1,0.36,0.59,13.6,0.051,60.0,134.0,0.99886,2.96,0.39,8.7,5,44.776119402985074,63.97058823529411,160.7565011820331,95.74468085106383
4919,white,6.6,0.38,0.28,2.8,0.043,17.0,67.0,0.98924,3.21,0.47,13.2,6,25.37313432835821,471.42857142857144,40.11461318051576,94.55587392550144
4920,white,6.7,0.24,0.26,5.4,0.03,15.0,94.0,0.99045,3.15,0.38,12.7,6,15.95744680851064,235.18518518518516,77.80979827089337,96.54178674351584
4921,white,6.9,0.56,0.26,10.9,0.06,55.0,193.0,0.9969,3.21,0.44,9.4,5,28.497409326424872,86.23853211009174,146.112600536193,92.49329758713135
4922,white,7.2,0.24,0.24,1.7,0.045,18.0,161.0,0.99196,3.25,0.53,11.2,6,11.180124223602483,658.8235294117648,22.849462365591396,96.77419354838709
4923,white,6.5,0.29,0.3,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.3333333333333,6,15.060240963855422,123.86156648451694,134.75699558173784,95.72901325478645
4924,white,6.7,0.28,0.28,4.5,0.051,14.0,92.0,0.99224,3.36,0.58,11.9,6,15.217391304347826,264.44444444444446,64.4699140401146,95.98853868194841
4925,white,6.5,0.29,0.3,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.35,6,15.060240963855422,124.04371584699453,134.75699558173784,95.72901325478645
4926,white,6.1,0.21,0.19,1.4,0.046,51.0,131.0,0.99184,3.22,0.39,10.5,5,38.93129770992366,750.0,22.187004754358163,96.67194928684629
4927,white,7.2,0.47,0.16,5.9,0.048,14.0,125.0,0.99428,3.09,0.49,9.8,5,11.2,166.10169491525426,76.92307692307692,93.8722294654498
4928,white,6.7,0.34,0.31,16.4,0.051,20.0,146.0,0.99834,3.06,0.54,9.1,5,13.6986301369863,55.487804878048784,232.9545454545454,95.17045454545455
4929,white,6.6,0.27,0.25,1.2,0.033,36.0,111.0,0.98918,3.16,0.37,12.4,6,32.432432432432435,1033.3333333333335,17.467248908296945,96.0698689956332
4930,white,5.0,0.35,0.25,7.8,0.031,24.0,116.0,0.99241,3.39,0.4,11.3,6,20.689655172413797,144.87179487179486,145.7943925233645,93.45794392523365
